No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Party Code,Political Party Name,Abbrv,Notes
847,Pepela,Joseph Khisah,26,Trans Nzoia,138,Saboti,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
848,Psiwa,Milkah Chelagat,26,Trans Nzoia,138,Saboti,33,Kenya African National Union,KANU,
849,Bartai,Ken  Kipngetich Koech,26,Trans Nzoia,139,Kiminini,IND,Independent,IND,
850,Kusimba,Peter Barasa,26,Trans Nzoia,139,Kiminini,62,Amani National Congress,ANC,
851,Mbagaya,Julius Ayub,26,Trans Nzoia,139,Kiminini,27,Jubilee Party,JP,
852,Namwetako,Alfred  Mangoli,26,Trans Nzoia,139,Kiminini,33,Kenya African National Union,KANU,
853,Wakhungu,Chrisantus Wamalwa,26,Trans Nzoia,139,Kiminini,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
854,Wamalwa,Robert,26,Trans Nzoia,139,Kiminini,IND,Independent,IND,
855,Wanyama,Benson Wafula,26,Trans Nzoia,139,Kiminini,IND,Independent,IND,
856,Barasa,Patrick Simiyu,26,Trans Nzoia,140,Cherangany,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
857,Biwott,Joseph Korir,26,Trans Nzoia,140,Cherangany,46,Frontier Alliance Party,FAP,
858,Chebet,Benjamin Kiplangat,26,Trans Nzoia,140,Cherangany,IND,Independent,IND,
859,Iseme,Meuledi Kitongo Mabruki,26,Trans Nzoia,140,Cherangany,62,Amani National Congress,ANC,
860,Kadima,Alfred Sahani,26,Trans Nzoia,140,Cherangany,21,Orange Democratic Movement,ODM,
861,Korir,Wesley Kipchumba,26,Trans Nzoia,140,Cherangany,IND,Independent,IND,
862,Kusimba,Antony Ignatius  Simiyu,26,Trans Nzoia,140,Cherangany,IND,Independent,IND,
863,Mudaida,Crispus Yankem,26,Trans Nzoia,140,Cherangany,IND,Independent,IND,
864,Rotich,Joseph Kipruto,26,Trans Nzoia,140,Cherangany,33,Kenya African National Union,KANU,
865,Saidi,Milcah Nangekhe,26,Trans Nzoia,140,Cherangany,IND,Independent,IND,
866,Serem,Joshua Kutuny,26,Trans Nzoia,140,Cherangany,27,Jubilee Party,JP,
867,Waweru,Wilfred Boro,26,Trans Nzoia,140,Cherangany,IND,Independent,IND,
868,Bii,Jonathan Kimeli,27,Uasin Gishu,141,Soy,33,Kenya African National Union,KANU,
869,Kositany,Caleb Kipkemei,27,Uasin Gishu,141,Soy,27,Jubilee Party,JP,
870,Kurgat,Stanley Kiplimo,27,Uasin Gishu,141,Soy,IND,Independent,IND,
871,Sitienei,Kipkosgei Kemei,27,Uasin Gishu,141,Soy,14,Party of National Unity,PNU,
872,Kiprotich,Tony,27,Uasin Gishu,142,Turbo,IND,Independent,IND,
873,Lagat,David Songok,27,Uasin Gishu,142,Turbo,21,Orange Democratic Movement,ODM,
874,Masakhwe,Peter  Wambuthsi,27,Uasin Gishu,142,Turbo,62,Amani National Congress,ANC,
875,Obaga,Harlestone Muyera,27,Uasin Gishu,142,Turbo,67,Maendeleo Chap Chap Party,MCCP,
876,Okwara,Kevin Kenneth,27,Uasin Gishu,142,Turbo,27,Jubilee Party,JP,
877,Sitienei,Janet Jepkemboi,27,Uasin Gishu,142,Turbo,IND,Independent,IND,
878,Songok,Ishmael Kipkemboi,27,Uasin Gishu,142,Turbo,IND,Independent,IND,
879,Kibiego,Michael Kiplagat,27,Uasin Gishu,143,Moiben,IND,Independent,IND,
880,Kiyeny,Laban Kibiwot,27,Uasin Gishu,143,Moiben,21,Orange Democratic Movement,ODM,
881,Koech,Ezekiel Kipruto,27,Uasin Gishu,143,Moiben,IND,Independent,IND,
882,Sum,Kenneth Kiprop,27,Uasin Gishu,143,Moiben,IND,Independent,IND,
883,Tanui,Hillary Kipkogei,27,Uasin Gishu,143,Moiben,54,Chama Cha Mashinani,CCM,
884,Tiren,Silas Kipkoech,27,Uasin Gishu,143,Moiben,27,Jubilee Party,JP,
885,Chepkong'a,Samuel Kiprono,27,Uasin Gishu,144,Ainabkoi,27,Jubilee Party,JP,
886,Chepkut,William Kamuren Chirchir,27,Uasin Gishu,144,Ainabkoi,IND,Independent,IND,
887,Mosi,Wycliffe,27,Uasin Gishu,144,Ainabkoi,IND,Independent,IND,
888,Toroitich,Cherono Raymond,27,Uasin Gishu,144,Ainabkoi,33,Kenya African National Union,KANU,
889,Bett,Joel Kipkemboi,27,Uasin Gishu,145,Kapseret,IND,Independent,IND,
890,Kipkurui,John Joseah Rono,27,Uasin Gishu,145,Kapseret,33,Kenya African National Union,KANU,
891,Rotich,John  Kipkoech,27,Uasin Gishu,145,Kapseret,IND,Independent,IND,
892,Serem,Christopher Kiplagat,27,Uasin Gishu,145,Kapseret,3,The Labour Party of Kenya,LPK,
893,Sudi,Oscar Kipchumba,27,Uasin Gishu,145,Kapseret,27,Jubilee Party,JP,
894,Kipkorir,Cornelius,27,Uasin Gishu,146,Kesses,33,Kenya African National Union,KANU,
895,Koskei,Gilbert Kipsang,27,Uasin Gishu,146,Kesses,IND,Independent,IND,
896,Mishra,Swarup Ranjan,27,Uasin Gishu,146,Kesses,27,Jubilee Party,JP,
897,Bowen,David Kangogo,28,Elgeyo - Marakwet,147,Marakwet East,27,Jubilee Party,JP,
898,Bowen,Mark,28,Elgeyo - Marakwet,147,Marakwet East,IND,Independent,IND,
899,Cherutich,Jonah Khamathew,28,Elgeyo - Marakwet,147,Marakwet East,21,Orange Democratic Movement,ODM,
900,Kilimo,Linah Jebii,28,Elgeyo - Marakwet,147,Marakwet East,IND,Independent,IND,
901,Marrirmoi,John Kiptoo,28,Elgeyo - Marakwet,147,Marakwet East,33,Kenya African National Union,KANU,
902,Chepkole,Samuel Cheboi,28,Elgeyo - Marakwet,148,Marakwet West,IND,Independent,IND,
903,Cheserek,Benson Kanda,28,Elgeyo - Marakwet,148,Marakwet West,IND,Independent,IND,
904,Kaino,Boaz Kipchumba,28,Elgeyo - Marakwet,148,Marakwet West,2,The National Vision Party,NVP,
905,Kimaiyo,Elkanah Kimurgor,28,Elgeyo - Marakwet,148,Marakwet West,21,Orange Democratic Movement,ODM,
906,Kiplagat,Benjamin Kipkosgei,28,Elgeyo - Marakwet,148,Marakwet West,33,Kenya African National Union,KANU,
907,Kisang,William Kipkemoi,28,Elgeyo - Marakwet,148,Marakwet West,27,Jubilee Party,JP,
908,Tangus,Mary Chepchirchir,28,Elgeyo - Marakwet,148,Marakwet West,12,Wiper Democratic Movement - Kenya,WDM-K,
909,Chebiego,Julius Kosgei,28,Elgeyo - Marakwet,149,Keiyo North,IND,Independent,IND,
910,Kemboi,Jackson Kiprotich,28,Elgeyo - Marakwet,149,Keiyo North,33,Kenya African National Union,KANU,
911,Kimngetich,Magdaline Karia,28,Elgeyo - Marakwet,149,Keiyo North,67,Maendeleo Chap Chap Party,MCCP,
912,Kipruto,William,28,Elgeyo - Marakwet,149,Keiyo North,21,Orange Democratic Movement,ODM,
913,Kipsangut,John Kimeli,28,Elgeyo - Marakwet,149,Keiyo North,IND,Independent,IND,
914,Murgor,James Kipkosgei,28,Elgeyo - Marakwet,149,Keiyo North,27,Jubilee Party,JP,
915,Katui,Kenfrey Kipchumba,28,Elgeyo - Marakwet,150,Keiyo South,2,The National Vision Party,NVP,
916,Kigen,Micah Kipkemboi,28,Elgeyo - Marakwet,150,Keiyo South,21,Orange Democratic Movement,ODM,
917,Kimutai,Peter Kiprono,28,Elgeyo - Marakwet,150,Keiyo South,IND,Independent,IND,
918,Kipkoech,Anderson Kipruto,28,Elgeyo - Marakwet,150,Keiyo South,33,Kenya African National Union,KANU,
919,Rono,Daniel Kipkogei,28,Elgeyo - Marakwet,150,Keiyo South,27,Jubilee Party,JP,
920,Daniel,Kemei,29,Nandi,151,Tinderet,IND,Independent,IND,
921,Kipbiwot,Julius,29,Nandi,151,Tinderet,27,Jubilee Party,JP,
922,Kugun,Francis Aura,29,Nandi,151,Tinderet,33,Kenya African National Union,KANU,
923,Agusioma,Naftali,29,Nandi,152,Aldai,25,Progressive Party of Kenya,PPOK,
924,Choge,Kipcho Sammy,29,Nandi,152,Aldai,IND,Independent,IND,
925,Kipkemboi,Sammy Sawe,29,Nandi,152,Aldai,62,Amani National Congress,ANC,
926,Maiyo,Evanson Kimaiyo,29,Nandi,152,Aldai,33,Kenya African National Union,KANU,
927,Melly,Gilbert Kipchumba,29,Nandi,152,Aldai,54,Chama Cha Mashinani,CCM,
928,Serem,Cornelly,29,Nandi,152,Aldai,27,Jubilee Party,JP,
929,Keter,Alfred Kiptoo,29,Nandi,153,Nandi Hills,27,Jubilee Party,JP,
930,Kitur,Bernard Kibor,29,Nandi,153,Nandi Hills,IND,Independent,IND,
931,Leting,Isaac Kirwa,29,Nandi,153,Nandi Hills,21,Orange Democratic Movement,ODM,
932,Biego,Paul Kibichiy,29,Nandi,154,Chesumei,IND,Independent,IND,
933,Bungei,David Kibitok,29,Nandi,154,Chesumei,33,Kenya African National Union,KANU,
934,Kogo,Wilson Kipngetich,29,Nandi,154,Chesumei,27,Jubilee Party,JP,
935,Lelei,John Kipkemboi,29,Nandi,154,Chesumei,IND,Independent,IND,
936,Bungei,Wilfred Kipkemboi,29,Nandi,155,Emgwen,IND,Independent,IND,
937,Cheruiyot,Moses Kipchirchir,29,Nandi,155,Emgwen,33,Kenya African National Union,KANU,
938,Gesicho,Isaya Begi,29,Nandi,155,Emgwen,IND,Independent,IND,
939,Ketter,Gabriel,29,Nandi,155,Emgwen,IND,Independent,IND,
940,Kimutai,Meshack,29,Nandi,155,Emgwen,IND,Independent,IND,
941,Kosgey,Alexander Kimutai Kigen,29,Nandi,155,Emgwen,27,Jubilee Party,JP,
942,Kugun,Thomas Kinunei,29,Nandi,155,Emgwen,62,Amani National Congress,ANC,
943,Tuwei,Caleb Kipkemboi,29,Nandi,156,Mosop,IND,Independent,IND,
944,Tuwei,Vincent Kipkurui,29,Nandi,156,Mosop,27,Jubilee Party,JP,
945,Kamket Kassait,William,30,Baringo,157,Tiaty,33,Kenya African National Union,KANU,
946,Abongotum,Kamama Asman,30,Baringo,157,Tiaty,15,Party for Development and Reform,PDR,
947,Lonyayo,Symon Kiuta,30,Baringo,157,Tiaty,27,Jubilee Party,JP,
948,Chelang'a,Sammy Chelimo,30,Baringo,158,Baringo North,67,Maendeleo Chap Chap Party,MCCP,
949,Chepkonga,James Chepyegon,30,Baringo,158,Baringo North,IND,Independent,IND,
950,Chesikaw,Lilian Rotich,30,Baringo,158,Baringo North,IND,Independent,IND,
951,Kipkebut,Stephen Chebor Kipkemei,30,Baringo,158,Baringo North,IND,Independent,IND,
952,Kipkiror,William Cheptumo,30,Baringo,158,Baringo North,27,Jubilee Party,JP,
953,Kipkoros,Joseph Makilap,30,Baringo,158,Baringo North,15,Party for Development and Reform,PDR,
954,Kwonyike,Moses Melil,30,Baringo,158,Baringo North,21,Orange Democratic Movement,ODM,
955,Yatich,Nelly Jepkonga,30,Baringo,158,Baringo North,33,Kenya African National Union,KANU,
956,Kandie,Joshua Chepyegon,30,Baringo,159,Baringo Central,67,Maendeleo Chap Chap Party,MCCP,
957,Kiplagat,David Kipkorir,30,Baringo,159,Baringo Central,27,Jubilee Party,JP,
958,Koimett,Kiptum Eddy Wesley,30,Baringo,159,Baringo Central,33,Kenya African National Union,KANU,
959,Cheboiywo,Anthony Bundotich,30,Baringo,160,Baringo South,IND,Independent,IND,
960,Kamuren,Charles,30,Baringo,160,Baringo South,33,Kenya African National Union,KANU,
961,Kipchillat,Cynthia Jerotich,30,Baringo,160,Baringo South,67,Maendeleo Chap Chap Party,MCCP,
962,Kipchoim,Grace Jelagat,30,Baringo,160,Baringo South,27,Jubilee Party,JP,
963,Olempaka,Amos Ledaa,30,Baringo,160,Baringo South,21,Orange Democratic Movement,ODM,
964,Beregge,Cherutich Chesire,30,Baringo,161,Mogotio,IND,Independent,IND,
965,Chepkech,Noah Kipkurui,30,Baringo,161,Mogotio,33,Kenya African National Union,KANU,
966,Sambili,Hellen Jepkemoi,30,Baringo,161,Mogotio,IND,Independent,IND,
967,Tuitoek,Daniel Kamuren,30,Baringo,161,Mogotio,27,Jubilee Party,JP,
968,Bore,Emmanuel  Ngetuny,30,Baringo,162,Eldama Ravine,33,Kenya African National Union,KANU,
969,Lessonet,Moses K,30,Baringo,162,Eldama Ravine,27,Jubilee Party,JP,
970,Sirma,Musa Cherutich,30,Baringo,162,Eldama Ravine,IND,Independent,IND,
971,Githuna,Peter Ndirangu,31,Laikipia,163,Laikipia West,IND,Independent,IND,
972,Gitonga,Godfrey Mwangi,31,Laikipia,163,Laikipia West,IND,Independent,IND,
973,Karani,Stephen Wachira,31,Laikipia,163,Laikipia West,IND,Independent,IND,
974,Karenge,Onesmus Mungai,31,Laikipia,163,Laikipia West,IND,Independent,IND,
975,Kariuki,Joseph Karanja,31,Laikipia,163,Laikipia West,IND,Independent,IND,
976,Mariru,Patrick Kariuki,31,Laikipia,163,Laikipia West,27,Jubilee Party,JP,
977,Tuitoek,David Lelimoi,31,Laikipia,163,Laikipia West,2,The National Vision Party,NVP,
978,Ali,Amin Deddy Mohamed,31,Laikipia,164,Laikipia East,27,Jubilee Party,JP,
979,Kimaru,Anthony Mutahi,31,Laikipia,164,Laikipia East,IND,Independent,IND,
980,Ndegwa,Marlin Mathew Waweru,31,Laikipia,164,Laikipia East,67,Maendeleo Chap Chap Party,MCCP,
981,Waigwa,Michael Muriuki,31,Laikipia,164,Laikipia East,13,Democratic Party of Kenya,DP,
982,Karmushu,Tema Saaya,31,Laikipia,165,Laikipia North,33,Kenya African National Union,KANU,
983,Korere,Sarah Paulata,31,Laikipia,165,Laikipia North,27,Jubilee Party,JP,
984,Leiyagu,Richard Nchapi,31,Laikipia,165,Laikipia North,IND,Independent,IND,
985,Lempurker,Mathew Lekidime,31,Laikipia,165,Laikipia North,21,Orange Democratic Movement,ODM,
986,Lowasa,James,31,Laikipia,165,Laikipia North,14,Party of National Unity,PNU,
987,Munene,Simon Maina,31,Laikipia,165,Laikipia North,IND,Independent,IND,
988,Kimani,Francis Kuria,32,Nakuru,166,Molo,27,Jubilee Party,JP,
989,Macharia,Jacob Waweru,32,Nakuru,166,Molo,IND,Independent,IND,
990,Mugo,Maryann Njambi,32,Nakuru,166,Molo,33,Kenya African National Union,KANU,
991,Chepkwony,Charity Kathambi,32,Nakuru,167,Njoro,27,Jubilee Party,JP,
992,Kabage,Karanja,32,Nakuru,167,Njoro,IND,Independent,IND,
993,Kinyanjui,Dennis Mwangi,32,Nakuru,167,Njoro,IND,Independent,IND,
994,Kinyanjui,Johnson Mburu Mwamba,32,Nakuru,167,Njoro,IND,Independent,IND,
995,Kuria,David Kamau,32,Nakuru,167,Njoro,IND,Independent,IND,
996,Ndirangu,Daniel Karenju,32,Nakuru,167,Njoro,IND,Independent,IND,
997,Gichaga,Daniel Mahiri,32,Nakuru,168,Naivasha,IND,Independent,IND,
998,Kihara,Jayne Njeriwanjiru,32,Nakuru,168,Naivasha,27,Jubilee Party,JP,
999,Mburu,Peter Murathimme,32,Nakuru,168,Naivasha,33,Kenya African National Union,KANU,
1000,Ngure,Anthony Rebo,32,Nakuru,168,Naivasha,IND,Independent,IND,
1001,Nguthiru,Solomon Ndegwa,32,Nakuru,168,Naivasha,IND,Independent,IND,
1002,Mwaura,Paul Gitahi,32,Nakuru,169,Gilgil,67,Maendeleo Chap Chap Party,MCCP,
1003,Njoroge,Kiiru Patrice,32,Nakuru,169,Gilgil,10,Mazingira Greens Party of Kenya,MGPK,
1004,Wanjira,Martha Wangari,32,Nakuru,169,Gilgil,27,Jubilee Party,JP,
1005,Cheruiyot,Zakayo Kipkemoi,32,Nakuru,170,Kuresoi South,54,Chama Cha Mashinani,CCM,
1006,Chtalu,Bruce Kiprotich Arap,32,Nakuru,170,Kuresoi South,33,Kenya African National Union,KANU,
1007,K Kenneth,Rotich,32,Nakuru,170,Kuresoi South,21,Orange Democratic Movement,ODM,
1008,Cheboi,Moses Kipkemboi,32,Nakuru,171,Kuresoi North,27,Jubilee Party,JP,
1009,Everlynekoske,Chepkuruimilgo,32,Nakuru,171,Kuresoi North,IND,Independent,IND,
1010,Kariuki,Danson Irungu,32,Nakuru,171,Kuresoi North,IND,Independent,IND,
1011,Kipkorir,Koech Moses,32,Nakuru,171,Kuresoi North,2,The National Vision Party,NVP,
1012,Leguta,Robert Kipkoech,32,Nakuru,171,Kuresoi North,54,Chama Cha Mashinani,CCM,
1013,Ngenoh,Stephen Kipkemoi,32,Nakuru,171,Kuresoi North,33,Kenya African National Union,KANU,
1014,Gachobe,Samuel Kinuthia,32,Nakuru,172,Subukia,27,Jubilee Party,JP,
1015,Kihiu,George Murimi,32,Nakuru,172,Subukia,67,Maendeleo Chap Chap Party,MCCP,
1016,Muigai,Simon Ngugi,32,Nakuru,172,Subukia,IND,Independent,IND,
1017,Waititu,Njoroge,32,Nakuru,172,Subukia,13,Democratic Party of Kenya,DP,
1018,Gichuhi,Patrick Miri,32,Nakuru,173,Rongai,13,Democratic Party of Kenya,DP,
1019,Kasika,Samwel Kiseo,32,Nakuru,173,Rongai,IND,Independent,IND,
1020,Kigen,Luka Kipkorir,32,Nakuru,173,Rongai,IND,Independent,IND,
1021,Komen,Andrew Kibet,32,Nakuru,173,Rongai,27,Jubilee Party,JP,
1022,Moi,Kipruto,32,Nakuru,173,Rongai,33,Kenya African National Union,KANU,
1023,Gichuhi,Dedan Mwenda Gikwa,32,Nakuru,174,Bahati,IND,Independent,IND,
1024,Honest,John Mbugua,32,Nakuru,174,Bahati,IND,Independent,IND,
1025,Kamau,Eliud Mungai,32,Nakuru,174,Bahati,IND,Independent,IND,
1026,Kimani,Joseph Kamau,32,Nakuru,174,Bahati,IND,Independent,IND,
1027,Mwaura,John Thuo,32,Nakuru,174,Bahati,IND,Independent,IND,
1028,Ngunjiri,Onesmas  Kimani,32,Nakuru,174,Bahati,27,Jubilee Party,JP,
1029,Arama,Samuel,32,Nakuru,175,Nakuru Town West,27,Jubilee Party,JP,
1030,Isoe,Ochoki Andrew Mingate,32,Nakuru,175,Nakuru Town West,21,Orange Democratic Movement,ODM,
1031,Koech,Stephen Kipkemoi A,32,Nakuru,175,Nakuru Town West,54,Chama Cha Mashinani,CCM,
1032,Komen,Ezekiel Kiprotich,32,Nakuru,175,Nakuru Town West,IND,Independent,IND,
1033,Mwangi,Joseph Kariko,32,Nakuru,175,Nakuru Town West,IND,Independent,IND,
1034,Ndubi,Peter Getare,32,Nakuru,175,Nakuru Town West,62,Amani National Congress,ANC,
1035,Ogada,Erick Otieno,32,Nakuru,175,Nakuru Town West,IND,Independent,IND,
1036,Sang,Debora Chepngetich,32,Nakuru,175,Nakuru Town West,33,Kenya African National Union,KANU,
1037,Tomato,Sospeter Nyakundi Nyanga',32,Nakuru,175,Nakuru Town West,IND,Independent,IND,
1038,Wacira,Fravian Wairimu,32,Nakuru,175,Nakuru Town West,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1039,Gikaria,David,32,Nakuru,176,Nakuru Town East,27,Jubilee Party,JP,
1040,Kihanya,Ben Gathogo,32,Nakuru,176,Nakuru Town East,IND,Independent,IND,
1041,Okello,Isa Samuel,32,Nakuru,176,Nakuru Town East,21,Orange Democratic Movement,ODM,
1042,Wangai,Benson Mwangi,32,Nakuru,176,Nakuru Town East,IND,Independent,IND,
1043,Kelele,Richard,33,Narok,177,Kilgoris,54,Chama Cha Mashinani,CCM,
1044,Konchela,Gideon Sitelu,33,Narok,177,Kilgoris,27,Jubilee Party,JP,
1045,Oiboo,Morintat Peter,33,Narok,177,Kilgoris,21,Orange Democratic Movement,ODM,
1046,Siparo,Joseph O,33,Narok,177,Kilgoris,IND,Independent,IND,
1047,Sunkuli,Julius Lekakeny,33,Narok,177,Kilgoris,33,Kenya African National Union,KANU,
1048,Alvin,Sang Kipkoech,33,Narok,178,Emurua Dikirr,IND,Independent,IND,
1049,Bwogo,John Birir,33,Narok,178,Emurua Dikirr,67,Maendeleo Chap Chap Party,MCCP,
1050,Keter,David Kipsang,33,Narok,178,Emurua Dikirr,27,Jubilee Party,JP,
1051,Kipyegon,Johana Ngeno,33,Narok,178,Emurua Dikirr,33,Kenya African National Union,KANU,
1052,Kamwaro,Martin Ole,33,Narok,179,Narok North,12,Wiper Democratic Movement - Kenya,WDM-K,
1053,Kenta,Richard Moitalei Ole,33,Narok,179,Narok North,21,Orange Democratic Movement,ODM,
1054,Keshei,Nelson Koinet,33,Narok,179,Narok North,IND,Independent,IND,
1055,Ololdapash,Joel Meitamei,33,Narok,179,Narok North,54,Chama Cha Mashinani,CCM,
1056,Rotiken,Symon Kaitikei,33,Narok,179,Narok North,27,Jubilee Party,JP,
1057,Aramat,Lemanken,33,Narok,180,Narok East,27,Jubilee Party,JP,
1058,Keriolale,Alfred Mumpasoi,33,Narok,180,Narok East,21,Orange Democratic Movement,ODM,
1059,Lempaka,Haron Meitamel,33,Narok,180,Narok East,14,Party of National Unity,PNU,
1060,Meshuko,George Kasatua Rukuti,33,Narok,180,Narok East,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1061,Nkadado,Joseph Munke,33,Narok,180,Narok East,54,Chama Cha Mashinani,CCM,
1062,Nkere,Douglas Pashet Ntaine,33,Narok,180,Narok East,33,Kenya African National Union,KANU,
1063,Torome,Ernest Parsaloi Kapaya,33,Narok,180,Narok East,IND,Independent,IND,
1064,Chamdany,Jacob Kiprop,33,Narok,181,Narok South,IND,Independent,IND,
1065,Chumo,Joel Bett,33,Narok,181,Narok South,34,Safina,SAFINA,
1066,David,Mayone Matunke,33,Narok,181,Narok South,IND,Independent,IND,
1067,Kiprono,Rotich Ibrahim,33,Narok,181,Narok South,IND,Independent,IND,
1068,Kobey,Gideon Ledama,33,Narok,181,Narok South,2,The National Vision Party,NVP,
1069,Korir,Simon Kiplangat,33,Narok,181,Narok South,54,Chama Cha Mashinani,CCM,
1070,Lemein,Korei Ole,33,Narok,181,Narok South,27,Jubilee Party,JP,
1071,Moijoi,Benjamin Lemoi,33,Narok,181,Narok South,8,Restore and Build Kenya,RBK,
1072,Ntutu,Kitilai Ole,33,Narok,181,Narok South,33,Kenya African National Union,KANU,
1073,Cheborgei,Peter Kipsiele,33,Narok,182,Narok West,67,Maendeleo Chap Chap Party,MCCP,
1074,Loigero,Willy,33,Narok,182,Narok West,IND,Independent,IND,
1075,Luka,Jimmy Parnyumbe,33,Narok,182,Narok West,21,Orange Democratic Movement,ODM,
1076,Mpoe,Stanley Taparia,33,Narok,182,Narok West,27,Jubilee Party,JP,
1077,Sang,Edwin Kiprono,33,Narok,182,Narok West,33,Kenya African National Union,KANU,
1078,Tongoyo,Gabriel Koshal,33,Narok,182,Narok West,54,Chama Cha Mashinani,CCM,
1079,Tyson,Kiplangat Koskei,33,Narok,182,Narok West,17,Agano Party,AGANO,
1080,Gitau,Francis Parsimei,34,Kajiado,183,Kajiado North,IND,Independent,IND,
1081,Kimani,Kennedy Muiruri,34,Kajiado,183,Kajiado North,14,Party of National Unity,PNU,
1082,Manje,Joseph Wathigo,34,Kajiado,183,Kajiado North,27,Jubilee Party,JP,
1083,Mocheche,George Morara,34,Kajiado,183,Kajiado North,21,Orange Democratic Movement,ODM,
1084,Musei,Peter Ntoyian,34,Kajiado,183,Kajiado North,12,Wiper Democratic Movement - Kenya,WDM-K,
1085,Mwebi,Wycliffe Nyarongi,34,Kajiado,183,Kajiado North,67,Maendeleo Chap Chap Party,MCCP,
1086,Nyagwansa,Andrew Mokoro,34,Kajiado,183,Kajiado North,62,Amani National Congress,ANC,
1087,Kaika,Paul Partoire Ole,34,Kajiado,184,Kajiado Central,67,Maendeleo Chap Chap Party,MCCP,
1088,Kanchory,Elijah Memusi,34,Kajiado,184,Kajiado Central,21,Orange Democratic Movement,ODM,
1089,Kiroken,Antony Meitiaki,34,Kajiado,184,Kajiado Central,IND,Independent,IND,
1090,Koisikir,Christopher Meibuko,34,Kajiado,184,Kajiado Central,27,Jubilee Party,JP,
1091,Lente,Faith Memusi,34,Kajiado,184,Kajiado Central,14,Party of National Unity,PNU,
1092,Nkoirishishe,Richard Maripet,34,Kajiado,184,Kajiado Central,33,Kenya African National Union,KANU,
1093,Hamisi,Kakuta Maimai,34,Kajiado,185,Kajiado East,21,Orange Democratic Movement,ODM,
1094,Kimiti,George Rianto,34,Kajiado,185,Kajiado East,IND,Independent,IND,
1095,Mokoro,Emmanuel Onyinkwa,34,Kajiado,185,Kajiado East,67,Maendeleo Chap Chap Party,MCCP,
1096,Parseina,David Mingati,34,Kajiado,185,Kajiado East,12,Wiper Democratic Movement - Kenya,WDM-K,
1097,Tobiko,Peris Pesi,34,Kajiado,185,Kajiado East,27,Jubilee Party,JP,
1098,Gitau,Jacob Wangai,34,Kajiado,186,Kajiado West,22,Peoples Party of Kenya,PPK,
1099,Nemagai,Gabriel,34,Kajiado,186,Kajiado West,12,Wiper Democratic Movement - Kenya,WDM-K,
1100,Ondieki,Kennedy Geoffrey,34,Kajiado,186,Kajiado West,33,Kenya African National Union,KANU,
1101,Sakuda,Moses Somoine  Ole,34,Kajiado,186,Kajiado West,IND,Independent,IND,
1102,Simel,Joseph Mokinyo,34,Kajiado,186,Kajiado West,21,Orange Democratic Movement,ODM,
1103,Sunkuyia,George Risa,34,Kajiado,186,Kajiado West,27,Jubilee Party,JP,
1104,Katoo,Metito Judah,34,Kajiado,187,Kajiado South,27,Jubilee Party,JP,
1105,Lalaito,John Losuyai Ole,34,Kajiado,187,Kajiado South,14,Party of National Unity,PNU,
1106,Lekanaiyia,Thomas Saningo,34,Kajiado,187,Kajiado South,21,Orange Democratic Movement,ODM,
1107,Cherorot,Joseph Kimutai,35,Kericho,188,Kipkelion East,IND,Independent,IND,
1108,Kirui,Joseph Kipngetich,35,Kericho,188,Kipkelion East,33,Kenya African National Union,KANU,
1109,Limo,Kirui Joseph,35,Kericho,188,Kipkelion East,27,Jubilee Party,JP,
1110,Maritim,Simon Towett,35,Kericho,188,Kipkelion East,54,Chama Cha Mashinani,CCM,
1111,Kosgei,Hilary Kiplang'at,35,Kericho,189,Kipkelion West,27,Jubilee Party,JP,
1112,Rono,Kipkoech,35,Kericho,189,Kipkelion West,IND,Independent,IND,
1113,Rop,Jackson Kipkorir,35,Kericho,189,Kipkelion West,IND,Independent,IND,
1114,Chepkurui,Stellah,35,Kericho,190,Ainamoi,21,Orange Democratic Movement,ODM,
1115,Keino,John Kibet,35,Kericho,190,Ainamoi,33,Kenya African National Union,KANU,
1116,Langat,Benjamin Kipkirui,35,Kericho,190,Ainamoi,IND,Independent,IND,
1117,Maritim,Sylvanus,35,Kericho,190,Ainamoi,27,Jubilee Party,JP,
1118,Rotich,Joseph Kibore,35,Kericho,190,Ainamoi,IND,Independent,IND,
1119,Chepkoech,Faith,35,Kericho,191,Bureti,54,Chama Cha Mashinani,CCM,
1120,Cheruiyot,Joel Kibet,35,Kericho,191,Bureti,67,Maendeleo Chap Chap Party,MCCP,
1121,Kimeto,Edwin Kiprotich Arap Kiprotich,35,Kericho,191,Bureti,21,Orange Democratic Movement,ODM,
1122,Mutai,Japheth Kiplangat,35,Kericho,191,Bureti,27,Jubilee Party,JP,
1123,Rono,Kipngeno,35,Kericho,191,Bureti,44,Party of Democratic Unity,PDU,
1124,Sang,Kipkorir Marisin Arap Marisin,35,Kericho,191,Bureti,33,Kenya African National Union,KANU,
1125,Sang,Leonard Kipkosgei,35,Kericho,191,Bureti,IND,Independent,IND,
1126,Keter,Eric Arap,35,Kericho,192,Belgut,IND,Independent,IND,
1127,Koech,Nelson,35,Kericho,192,Belgut,27,Jubilee Party,JP,
