No,Surname,Other Names,County Code,County Name,Constituency Code,Constituency Name,Party Code,Political Party Name,Abbrv,Notes
1683,Arege,Timothy Intereba Moriasi,45,Kisii,268,Kitutu Chache North,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1684,Asuma,Paul Onsomu,45,Kisii,268,Kitutu Chache North,12,Wiper Democratic Movement - Kenya,WDM-K,
1685,Atandi,James Oyengo,45,Kisii,268,Kitutu Chache North,IND,Independent,IND,
1686,Atuti,Ibrahim Ndemo,45,Kisii,268,Kitutu Chache North,IND,Independent,IND,
1687,Bosire,Nemwel Nyamwaka,45,Kisii,268,Kitutu Chache North,7,Party of Independent Candidates of Kenya,PICK,
1688,Chogo,Patrick Asuma,45,Kisii,268,Kitutu Chache North,67,Maendeleo Chap Chap Party,MCCP,
1689,Evans,Nyakundi Nyangau,45,Kisii,268,Kitutu Chache North,9,Kenya National Congress,KNC,
1690,Kebaso,David Samwel Nyakundi,45,Kisii,268,Kitutu Chache North,IND,Independent,IND,
1691,Kwang'a,Richard Mwebi,45,Kisii,268,Kitutu Chache North,62,Amani National Congress,ANC,
1692,Ogamba,Julius Migos,45,Kisii,268,Kitutu Chache North,21,Orange Democratic Movement,ODM,
1693,Ogaro,Kombo Elijah,45,Kisii,268,Kitutu Chache North,IND,Independent,IND,
1694,Ongera,Alfred Ndemo,45,Kisii,268,Kitutu Chache North,IND,Independent,IND,
1695,Maubi,Andrew Mokaya,45,Kisii,269,Kitutu Chache South,12,Wiper Democratic Movement - Kenya,WDM-K,
1696,Mochoge,Justus Onsongo,45,Kisii,269,Kitutu Chache South,62,Amani National Congress,ANC,
1697,Mwamba,Leonard Gwaro,45,Kisii,269,Kitutu Chache South,27,Jubilee Party,JP,
1698,Nyarango,Henry Morara,45,Kisii,269,Kitutu Chache South,33,Kenya African National Union,KANU,
1699,Omwando,Samwel Kenani,45,Kisii,269,Kitutu Chache South,21,Orange Democratic Movement,ODM,
1700,Onkangi,James Kegoro,45,Kisii,269,Kitutu Chache South,39,Peoples Democratic Party,PDP,
1701,Onyonka,Richard Momoima,45,Kisii,269,Kitutu Chache South,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1702,Bosire,Timothy Moseti E,46,Nyamira,270,Kitutu Masaba,21,Orange Democratic Movement,ODM,
1703,Kengere,Samson Atati Mose,46,Nyamira,270,Kitutu Masaba,19,Kenya Social Congress,KSC,
1704,Momanyi,Thomson Nyakang'o,46,Nyamira,270,Kitutu Masaba,64,United Democratic Party,UDP,
1705,Moreka,John Ratemo,46,Nyamira,270,Kitutu Masaba,10,Mazingira Greens Party of Kenya,MGPK,
1706,Mose,Shadrack John,46,Nyamira,270,Kitutu Masaba,27,Jubilee Party,JP,
1707,Nyaigoti,John Mwanga,46,Nyamira,270,Kitutu Masaba,33,Kenya African National Union,KANU,
1708,Obwocha,Edward Kaso,46,Nyamira,270,Kitutu Masaba,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1709,Ogeto,Victor Swanya,46,Nyamira,270,Kitutu Masaba,12,Wiper Democratic Movement - Kenya,WDM-K,
1710,Anyoka,Dennis Moturi,46,Nyamira,271,West Mugirango,IND,Independent,IND,
1711,Agata,James Ogoti,46,Nyamira,271,West Mugirango,54,Chama Cha Mashinani,CCM,
1712,Batasi,Enock Kebati,46,Nyamira,271,West Mugirango,IND,Independent,IND,
1713,Makamara,Fred Okinyi,46,Nyamira,271,West Mugirango,33,Kenya African National Union,KANU,
1714,Mamboleo,James,46,Nyamira,271,West Mugirango,67,Maendeleo Chap Chap Party,MCCP,
1715,Matwere,Julius Kimwomi,46,Nyamira,271,West Mugirango,21,Orange Democratic Movement,ODM,
1716,Mochoge,Meshack Mochaue,46,Nyamira,271,West Mugirango,39,Peoples Democratic Party,PDP,
1717,Mogaka,Stephen M,46,Nyamira,271,West Mugirango,12,Wiper Democratic Movement - Kenya,WDM-K,
1718,Mogaka,Vincent Kemosi,46,Nyamira,271,West Mugirango,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1719,Nyambati,Alfred Mokong'u,46,Nyamira,271,West Mugirango,71,National Liberal Party,NLP,
1720,Omboga,Peter Nyagonchonga,46,Nyamira,271,West Mugirango,IND,Independent,IND,
1721,Ongoto,Charles Mong'are,46,Nyamira,271,West Mugirango,27,Jubilee Party,JP,
1722,Orero,Polycarp Barake,46,Nyamira,271,West Mugirango,IND,Independent,IND,
1723,Otuto,Tom Mokua,46,Nyamira,271,West Mugirango,62,Amani National Congress,ANC,
1724,Geni,Charles Mongare,46,Nyamira,272,North Mugirango,21,Orange Democratic Movement,ODM,
1725,Maina,Kepha Keengwe,46,Nyamira,272,North Mugirango,IND,Independent,IND,
1726,Mosinga,Jason Nyangwono,46,Nyamira,272,North Mugirango,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1727,Moturi,Zachary Nyayiemi,46,Nyamira,272,North Mugirango,12,Wiper Democratic Movement - Kenya,WDM-K,
1728,Ndege,Johnstone Obike,46,Nyamira,272,North Mugirango,67,Maendeleo Chap Chap Party,MCCP,
1729,Nyaegah,John Ouru,46,Nyamira,272,North Mugirango,IND,Independent,IND,
1730,Nyamoko,Joash Nyamache,46,Nyamira,272,North Mugirango,27,Jubilee Party,JP,
1731,Nyang'au,Amos Nyaroo,46,Nyamira,272,North Mugirango,71,National Liberal Party,NLP,
1732,Nyankabaria,Henry Nyamwaro,46,Nyamira,272,North Mugirango,37,National Agenda Party of Kenya,NAPK,
1733,Ombui,Wilfred Moriasi,46,Nyamira,272,North Mugirango,33,Kenya African National Union,KANU,
1734,Onchieku,James G M,46,Nyamira,272,North Mugirango,54,Chama Cha Mashinani,CCM,
1735,Onsongo,George Morara,46,Nyamira,272,North Mugirango,14,Party of National Unity,PNU,
1736,Saboke,Elijah Obungu,46,Nyamira,272,North Mugirango,38,Peoples Empowerment Party,PEP,
1737,Kambi,Yabesh Nyandoro,46,Nyamira,273,Borabu,21,Orange Democratic Movement,ODM,
1738,Mbura,Dancliff Nyaisa,46,Nyamira,273,Borabu,62,Amani National Congress,ANC,
1739,Mogikoyo,Alphaxard Osoro,46,Nyamira,273,Borabu,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1740,Momanyi,Ben George Orori,46,Nyamira,273,Borabu,12,Wiper Democratic Movement - Kenya,WDM-K,
1741,Osero,Patrick Kibagendi,46,Nyamira,273,Borabu,27,Jubilee Party,JP,
1742,Gichenga,Dedan Mugo,47,Nairobi,274,Westlands,27,Jubilee Party,JP,
1743,Mwangi,Jessee Wanyeki,47,Nairobi,274,Westlands,17,Agano Party,AGANO,
1744,Ngaira,Jeremy Shidzugane,47,Nairobi,274,Westlands,IND,Independent,IND,
1745,Omala,Raphael Mbondo,47,Nairobi,274,Westlands,33,Kenya African National Union,KANU,
1746,Onyango,Kennedy Odiwuor,47,Nairobi,274,Westlands,70,Green Congress of Kenya,GCK,
1747,Owino,Sammy Odhiambo,47,Nairobi,274,Westlands,58,Republican Liberty Party,RLP,
1748,Walji,Ashif Amin Sadrudin,47,Nairobi,274,Westlands,62,Amani National Congress,ANC,
1749,Wetangula,Timothy Wanyonyi,47,Nairobi,274,Westlands,21,Orange Democratic Movement,ODM,
1750,Alexander,Hoops Shihemi,47,Nairobi,275,Dagoretti North,38,Peoples Empowerment Party,PEP,
1751,Amos,Bernard Shilibwa,47,Nairobi,275,Dagoretti North,62,Amani National Congress,ANC,
1752,Arati,Paul Simba,47,Nairobi,275,Dagoretti North,21,Orange Democratic Movement,ODM,
1753,Babandege,Dickson Wandiri,47,Nairobi,275,Dagoretti North,IND,Independent,IND,
1754,Ekodoi,Albert Ariku,47,Nairobi,275,Dagoretti North,IND,Independent,IND,
1755,Elachi,Beatrice Kadeveresia,47,Nairobi,275,Dagoretti North,27,Jubilee Party,JP,
1756,Khalwale,Wilberforce L,47,Nairobi,275,Dagoretti North,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1757,Koech,Kiigen Kipng'eno,47,Nairobi,275,Dagoretti North,IND,Independent,IND,
1758,Lukalo,Caroline Muhonja,47,Nairobi,275,Dagoretti North,49,Federal Party of Kenya,FPK,
1759,Marwa,Furaha Maseke,47,Nairobi,275,Dagoretti North,67,Maendeleo Chap Chap Party,MCCP,
1760,Mesoh,Carnicius Jackson,47,Nairobi,275,Dagoretti North,IND,Independent,IND,
1761,Mulumeti,Evans Simiyu Juma,47,Nairobi,275,Dagoretti North,37,National Agenda Party of Kenya,NAPK,
1762,Nganyi,Obulialia Elphas,47,Nairobi,275,Dagoretti North,IND,Independent,IND,
1763,Obuga,Livingstone Kamadi,47,Nairobi,275,Dagoretti North,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
1764,Onyancha,Godhek Ogamba,47,Nairobi,275,Dagoretti North,IND,Independent,IND,
1765,Rugiri,Ndungi,47,Nairobi,275,Dagoretti North,34,Safina,SAFINA,
1766,Kangari,Gaciku Muhu,47,Nairobi,276,Dagoretti South,IND,Independent,IND,
1767,Muthinja,Martin Chege,47,Nairobi,276,Dagoretti South,67,Maendeleo Chap Chap Party,MCCP,
1768,Okong'o,Kennedy Omondi,47,Nairobi,276,Dagoretti South,IND,Independent,IND,
1769,Wandera,Fredrick Odwory,47,Nairobi,276,Dagoretti South,21,Orange Democratic Movement,ODM,
1770,Waweru,Dennis Kariuki,47,Nairobi,276,Dagoretti South,IND,Independent,IND,
1771,Waweru,John    Kiarie,47,Nairobi,276,Dagoretti South,27,Jubilee Party,JP,
1772,Kirwa,William Kipkemboi  Arap,47,Nairobi,277,Langata,62,Amani National Congress,ANC,
1773,Chenani,Daniel Akweli,47,Nairobi,277,Langata,IND,Independent,IND,
1774,Isaac,Tonui Kiprotich,47,Nairobi,277,Langata,54,Chama Cha Mashinani,CCM,
1775,Kariuki,Kavore,47,Nairobi,277,Langata,IND,Independent,IND,
1776,Kipkemboi,Epega Robert,47,Nairobi,277,Langata,IND,Independent,IND,
1777,Kiragu,Margery Nduta,47,Nairobi,277,Langata,3,The Labour Party of Kenya,LPK,
1778,Kithyaka,Douglas Mbuvi,47,Nairobi,277,Langata,IND,Independent,IND,
1779,Korir,Generali Nixon Kiprotich,47,Nairobi,277,Langata,27,Jubilee Party,JP,
1780,Mulialia,Okumu Hillary,47,Nairobi,277,Langata,IND,Independent,IND,
1781,Ocholla,Oscar Omoke,47,Nairobi,277,Langata,21,Orange Democratic Movement,ODM,
1782,Odera,Daniel Tresvant,47,Nairobi,277,Langata,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1783,Omar,Abdullahi Shariff,47,Nairobi,277,Langata,33,Kenya African National Union,KANU,
1784,Otula,Amos Onyango,47,Nairobi,277,Langata,IND,Independent,IND,
1785,Sijeny,Judith Achieng,47,Nairobi,277,Langata,12,Wiper Democratic Movement - Kenya,WDM-K,
1786,Syongoh,Musaari Kahiga,47,Nairobi,277,Langata,IND,Independent,IND,
1787,Teigut,Stephen Kipruto,47,Nairobi,277,Langata,36,Chama Cha Uzalendo,CCU,
1788,Thuo,John Kibathi,47,Nairobi,277,Langata,IND,Independent,IND,
1789,Katiwa,Titus Mutinda,47,Nairobi,278,Kibra,58,Republican Liberty Party,RLP,
1790,Mugasia,Robert,47,Nairobi,278,Kibra,64,United Democratic Party,UDP,
1791,Okoth,Judah Martin Oduor,47,Nairobi,278,Kibra,IND,Independent,IND,
1792,Okoth,Kenneth Odhiambo,47,Nairobi,278,Kibra,21,Orange Democratic Movement,ODM,
1793,Wasike,Doreen Nangame Khayanga,47,Nairobi,278,Kibra,27,Jubilee Party,JP,
1794,Gichomo,Vincent Kamau,47,Nairobi,279,Roysambu,IND,Independent,IND,
1795,Kamau,Augustine Kamande,47,Nairobi,279,Roysambu,13,Democratic Party of Kenya,DP,
1796,Kamau,Lee Muchiri,47,Nairobi,279,Roysambu,IND,Independent,IND,
1797,Kimani,Stephen Mugo,47,Nairobi,279,Roysambu,44,Party of Democratic Unity,PDU,
1798,Kinyua,Jane Wairimu,47,Nairobi,279,Roysambu,IND,Independent,IND,
1799,Murithi,Clifford,47,Nairobi,279,Roysambu,IND,Independent,IND,
1800,Ndirangu,Isaac Waihenya,47,Nairobi,279,Roysambu,27,Jubilee Party,JP,
1801,Njenga,Shem King'e,47,Nairobi,279,Roysambu,67,Maendeleo Chap Chap Party,MCCP,
1802,Njue,Jackson Mutwiri,47,Nairobi,279,Roysambu,IND,Independent,IND,
1803,Ochuka,Robert Ochieng,47,Nairobi,279,Roysambu,IND,Independent,IND,
1804,Wahome,Weston Wanjohi,47,Nairobi,279,Roysambu,IND,Independent,IND,
1805,Chege,John Njoroge,47,Nairobi,280,Kasarani,IND,Independent,IND,
1806,Gakuya,Mercy Wanjiku,47,Nairobi,280,Kasarani,27,Jubilee Party,JP,
1807,Kamwere,Isaac Wachira,47,Nairobi,280,Kasarani,67,Maendeleo Chap Chap Party,MCCP,
1808,Owino,Steven Paul,47,Nairobi,280,Kasarani,21,Orange Democratic Movement,ODM,
1809,Ajiba,Paul Caleb Musikoyo,47,Nairobi,281,Ruaraka,IND,Independent,IND,
1810,Amollo,Elizabeth  Ongoro,47,Nairobi,281,Ruaraka,62,Amani National Congress,ANC,
1811,Francis,Kajwang' Tom Joseph,47,Nairobi,281,Ruaraka,21,Orange Democratic Movement,ODM,
1812,Kinyua,Dominic Gathecha,47,Nairobi,281,Ruaraka,27,Jubilee Party,JP,
1813,Maranga,Joseph Isaboke,47,Nairobi,281,Ruaraka,1,National Rainbow Coalition - Kenya,"NARC-
KENYA",
1814,Masika,Allan Juma,47,Nairobi,281,Ruaraka,2,The National Vision Party,NVP,
1815,Orete,Charles Ouma,47,Nairobi,281,Ruaraka,IND,Independent,IND,
1816,Juma,Dennis Ochieng Orengo,47,Nairobi,282,Embakasi South,IND,Independent,IND,
1817,Karuma,Michael Ng'ang'a,47,Nairobi,282,Embakasi South,67,Maendeleo Chap Chap Party,MCCP,
1818,Mawathe,Julius Musili,47,Nairobi,282,Embakasi South,12,Wiper Democratic Movement - Kenya,WDM-K,
1819,Mbugua,David N Njuguna,47,Nairobi,282,Embakasi South,IND,Independent,IND,
1820,Mutungi,Paul Mutunga,47,Nairobi,282,Embakasi South,27,Jubilee Party,JP,
1821,Nyakweba,Kennedy Koto,47,Nairobi,282,Embakasi South,19,Kenya Social Congress,KSC,
1822,Obanyi,David Ombese,47,Nairobi,282,Embakasi South,IND,Independent,IND,
1823,Ogeta,Peter Omosa,47,Nairobi,282,Embakasi South,IND,Independent,IND,
1824,Ondieki,Evans,47,Nairobi,282,Embakasi South,23,Forum for Restoration of Democracy - Kenya,FORD-KENYA,
1825,Onyari,Akama Jared,47,Nairobi,282,Embakasi South,28,Maendeleo Democratic Party,MDP,
1826,Robert,Kibagendi Otachi,47,Nairobi,282,Embakasi South,33,Kenya African National Union,KANU,
1827,Sumra,Irshadali Mohamed,47,Nairobi,282,Embakasi South,21,Orange Democratic Movement,ODM,
1828,Gakuya,James Mwangi,47,Nairobi,283,Embakasi North,27,Jubilee Party,JP,
1829,Mwangi,Joseph  Kirai,47,Nairobi,283,Embakasi North,67,Maendeleo Chap Chap Party,MCCP,
1830,Ngunje,Gabriel Karuga,47,Nairobi,283,Embakasi North,58,Republican Liberty Party,RLP,
1831,Nkubiria,Sebastiano Laichena,47,Nairobi,283,Embakasi North,IND,Independent,IND,
1832,Wachira,Benedict   Wandeto,47,Nairobi,283,Embakasi North,32,Social Democratic Party of Kenya,SDP,
1833,Wangui,Jane Muringii,47,Nairobi,283,Embakasi North,21,Orange Democratic Movement,ODM,
1834,Mungai,Michael Munai,47,Nairobi,284,Embakasi Central,61,Citizens Convention Party,CCP,
1835,Munyi,Beatrice Nyakambi,47,Nairobi,284,Embakasi Central,34,Safina,SAFINA,
1836,Musungu,Collins Kennedy,47,Nairobi,284,Embakasi Central,33,Kenya African National Union,KANU,
1837,Mwangi,Benjamin Gathiru,47,Nairobi,284,Embakasi Central,27,Jubilee Party,JP,
1838,Mwangi,Stephen Maina,47,Nairobi,284,Embakasi Central,IND,Independent,IND,
1839,Omondi,Hezbon,47,Nairobi,284,Embakasi Central,21,Orange Democratic Movement,ODM,
1840,Onyura,Mary Alice,47,Nairobi,284,Embakasi Central,IND,Independent,IND,
1841,Wanjala,Newton,47,Nairobi,284,Embakasi Central,62,Amani National Congress,ANC,
1842,Wanjiku,Joseph Murote,47,Nairobi,284,Embakasi Central,14,Party of National Unity,PNU,
1843,Babu,Owino Paul Ongili,47,Nairobi,285,Embakasi East,21,Orange Democratic Movement,ODM,
1844,Bosire,Philip Nyauncho,47,Nairobi,285,Embakasi East,IND,Independent,IND,
1845,Haji,Jibril Abdow,47,Nairobi,285,Embakasi East,12,Wiper Democratic Movement - Kenya,WDM-K,
1846,Mwangi,Mary Wangari,47,Nairobi,285,Embakasi East,67,Maendeleo Chap Chap Party,MCCP,
1847,Nzioki,Robert Kitheka,47,Nairobi,285,Embakasi East,IND,Independent,IND,
1848,Obiende,Joshua Otieno,47,Nairobi,285,Embakasi East,62,Amani National Congress,ANC,
1849,Wambugu,Francis Mureithi,47,Nairobi,285,Embakasi East,27,Jubilee Party,JP,
1850,Wangui Maina,Faith,47,Nairobi,285,Embakasi East,73,Alternative Leadership Party of Kenya,ALPK,
1851,Waruinge,Stephen Maina,47,Nairobi,285,Embakasi East,IND,Independent,IND,
1852,Wekesa,Francis Masinde,47,Nairobi,285,Embakasi East,IND,Independent,IND,
1853,Agimba,Tom Gideon  Onyango,47,Nairobi,286,Embakasi West,21,Orange Democratic Movement,ODM,
1854,Joseph,Yogo Oluoch,47,Nairobi,286,Embakasi West,IND,Independent,IND,
1855,Kihu,Cynthia Wanjiku,47,Nairobi,286,Embakasi West,74,Ukweli Party,UP,
1856,Kuria,Moses,47,Nairobi,286,Embakasi West,IND,Independent,IND,
1857,Muthaka,Lucy Wanjiru,47,Nairobi,286,Embakasi West,67,Maendeleo Chap Chap Party,MCCP,
1858,Mwaura,John Kamonjo,47,Nairobi,286,Embakasi West,IND,Independent,IND,
1859,Ndungu,Nicholas Wambugu,47,Nairobi,286,Embakasi West,73,Alternative Leadership Party of Kenya,ALPK,
1860,Ochieng,Nicholas Oyoo,47,Nairobi,286,Embakasi West,8,Restore and Build Kenya,RBK,
1861,Theuri,George,47,Nairobi,286,Embakasi West,27,Jubilee Party,JP,
1862,Kangara,Benson Mutura,47,Nairobi,287,Makadara,27,Jubilee Party,JP,
1863,Mburu,Mathew Maina,47,Nairobi,287,Makadara,IND,Independent,IND,
1864,Momanyi,Robert Omwenga,47,Nairobi,287,Makadara,75,Empowerment and Liberation Party,ELP,
1865,Mwarisha,Teri Hudson,47,Nairobi,287,Makadara,71,National Liberal Party,NLP,
1866,Nyanginja,Reuben Ndolo,47,Nairobi,287,Makadara,IND,Independent,IND,
1867,Omwera,George Aladwa,47,Nairobi,287,Makadara,21,Orange Democratic Movement,ODM,
1868,Onderi,Haron Okindo,47,Nairobi,287,Makadara,IND,Independent,IND,
1869,Wandurwa,David Gichimu,47,Nairobi,287,Makadara,67,Maendeleo Chap Chap Party,MCCP,
1870,Abdi,Yusuf Hassan,47,Nairobi,288,Kamukunji,27,Jubilee Party,JP,
1871,Abdulrahim,Omar Muchiri,47,Nairobi,288,Kamukunji,33,Kenya African National Union,KANU,
1872,Ibrahim,Ahmed,47,Nairobi,288,Kamukunji,12,Wiper Democratic Movement - Kenya,WDM-K,
1873,Macharia Kagio,Edward Mwangi,47,Nairobi,288,Kamukunji,67,Maendeleo Chap Chap Party,MCCP,
1874,Mahamud,Abdiaziz Hassan,47,Nairobi,288,Kamukunji,49,Federal Party of Kenya,FPK,
1875,Murago,George W,47,Nairobi,288,Kamukunji,IND,Independent,IND,
1876,Omar,Abdikadir Mohamud,47,Nairobi,288,Kamukunji,21,Orange Democratic Movement,ODM,
1877,Getange,Thomas Makori Hamed,47,Nairobi,289,Starehe,58,Republican Liberty Party,RLP,
1878,Kivati,Rhoda Mumoh,47,Nairobi,289,Starehe,12,Wiper Democratic Movement - Kenya,WDM-K,
1879,Kwenya,John Mwaniki,47,Nairobi,289,Starehe,67,Maendeleo Chap Chap Party,MCCP,
1880,Mwangi,Boniface,47,Nairobi,289,Starehe,74,Ukweli Party,UP,
1881,Ndwiga,Steve Mbogo,47,Nairobi,289,Starehe,21,Orange Democratic Movement,ODM,
1882,Nganga,David Wakahu,47,Nairobi,289,Starehe,5,Chama Mwangaza Daima,CMD,
1883,Njagua,Charles Kanyi,47,Nairobi,289,Starehe,27,Jubilee Party,JP,
1884,Odero,Analalava Moses,47,Nairobi,289,Starehe,34,Safina,SAFINA,
1885,Atanda,Stanley Ngaywa,47,Nairobi,290,Mathare,64,United Democratic Party,UDP,
1886,Gachihi,Gacheke,47,Nairobi,290,Mathare,32,Social Democratic Party of Kenya,SDP,
1887,Kariuki,Steven,47,Nairobi,290,Mathare,27,Jubilee Party,JP,
1888,Macharia,Mariam Muthoni,47,Nairobi,290,Mathare,IND,Independent,IND,
1889,Maelo,Maurice Mutimba,47,Nairobi,290,Mathare,62,Amani National Congress,ANC,
1890,Mang'eni,John Wesonga,47,Nairobi,290,Mathare,IND,Independent,IND,
1891,Mburu,Antony Kimani,47,Nairobi,290,Mathare,IND,Independent,IND,
1892,Mwangi,Joseph Kanguchu,47,Nairobi,290,Mathare,46,Frontier Alliance Party,FAP,
1893,Oluoch,Anthony Tom,47,Nairobi,290,Mathare,21,Orange Democratic Movement,ODM,
1893,OLUOCH,ANTHONY TOM,47,NAIROBI CITY,290,MATHARE,21,ORANGE DEMOCRATIC MOVEMENT,ODM,
,KIPKOSGEI, JOSEPH TONUI,32,NAKURU,170,KURESOI SOUTH,27,JUBILEE PARTY,JP,No number in gazette
